year,score,votes,runtime,genre_mapped,director_mapped,star_mapped,votos_por_director,rating_mapped,facutracion_por_director,budget,facturacion_por_genre,gross
2003.0,6.7,20000.0,90.0,19.0,50.0,80.0,82822.56,8.0,74591008.15,780000.0,145508580.85,1310470.0
2003.0,5.8,41000.0,84.0,19.0,40.0,80.0,30064.61,1.0,36815715.74,1300000.0,145508580.85,65497208.0
2003.0,6.3,6300.0,112.0,15.0,70.0,90.0,149101.61,8.0,118734218.5,15000000.0,38930959.49,6415017.0
2003.0,5.1,4100.0,87.0,17.0,50.0,80.0,82822.56,10.0,74591008.15,18000000.0,44331874.3,45490616.0
2003.0,5.6,9300.0,101.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,16000000.0,44331874.3,14390329.0
2004.0,6.7,208000.0,109.0,17.0,60.0,90.0,102137.26,6.0,87793911.98,25000000.0,44331874.3,30381722.0
2004.0,6.6,200000.0,92.0,17.0,60.0,80.0,102137.26,6.0,87793911.98,25000000.0,44331874.3,22605153.0
2004.0,6.7,235000.0,92.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,20000000.0,44331874.3,168423227.0
2004.0,5.6,135000.0,109.0,17.0,50.0,80.0,82822.56,8.0,74591008.15,37000000.0,44331874.3,113100873.0
2004.0,7.0,347000.0,97.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,17000000.0,44331874.3,130126277.0
2004.0,7.9,570000.0,142.0,18.0,60.0,100.0,102137.26,10.0,87793911.98,130000000.0,109325230.22,797361618.0
2004.0,7.2,500000.0,163.0,15.0,60.0,90.0,102137.26,6.0,87793911.98,175000000.0,38930959.49,497409852.0
2004.0,8.3,935000.0,108.0,15.0,70.0,90.0,149101.61,6.0,118734218.5,20000000.0,38930959.49,74036715.0
2004.0,8.0,702000.0,137.0,19.0,60.0,90.0,102137.26,6.0,87793911.98,30000000.0,145508580.85,154118820.0
2004.0,7.8,534000.0,123.0,15.0,50.0,80.0,82822.56,8.0,74591008.15,29000000.0,38930959.49,117815157.0
2004.0,7.4,421000.0,128.0,17.0,90.0,100.0,428702.7,8.0,285545745.11,60000000.0,44331874.3,219100084.0
2004.0,6.1,251000.0,131.0,19.0,50.0,100.0,82822.56,8.0,74591008.15,160000000.0,145508580.85,300157638.0
2004.0,8.0,673000.0,115.0,13.0,50.0,80.0,82822.56,10.0,74591008.15,92000000.0,239229987.45,631607053.0
2004.0,7.6,391000.0,103.0,16.0,70.0,80.0,149101.61,6.0,118734218.5,1200000.0,47372409.13,103911669.0
2004.0,7.5,373000.0,120.0,13.0,70.0,90.0,149101.61,6.0,118734218.5,65000000.0,39401196.17,220239925.0
2004.0,7.3,559000.0,127.0,19.0,70.0,100.0,149101.61,8.0,118734218.5,200000000.0,145508580.85,788976453.0
2004.0,6.4,152000.0,124.0,19.0,60.0,80.0,102137.26,6.0,87793911.98,33000000.0,145508580.85,54700105.0
2004.0,7.1,509000.0,115.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,120000000.0,145508580.85,353133898.0
2004.0,8.2,350000.0,119.0,13.0,80.0,90.0,236700.88,10.0,191060303.56,24000000.0,239229987.45,236214446.0
2004.0,6.4,81000.0,131.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,80000000.0,44331874.3,55470154.0
2004.0,8.1,650000.0,132.0,15.0,80.0,100.0,236700.88,8.0,191060303.56,30000000.0,38930959.49,216763646.0
2004.0,6.5,247000.0,108.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,60000000.0,38930959.49,256697520.0
2004.0,7.6,460000.0,113.0,15.0,60.0,90.0,102137.26,6.0,87793911.98,13000000.0,38930959.49,96822421.0
2004.0,6.4,424000.0,124.0,19.0,50.0,80.0,82822.56,8.0,74591008.15,125000000.0,145508580.85,552639571.0
2004.0,6.9,204000.0,96.0,17.0,60.0,80.0,102137.26,10.0,87793911.98,400000.0,44331874.3,46138887.0
2004.0,6.8,335000.0,99.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,75000000.0,44331874.3,198520934.0
2004.0,7.7,336000.0,146.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,70000000.0,145508580.85,130834852.0
2004.0,6.2,174000.0,98.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,37000000.0,44331874.3,96455697.0
2004.0,7.2,431000.0,93.0,13.0,70.0,90.0,149101.61,10.0,118734218.5,150000000.0,239229987.45,928760770.0
2004.0,7.7,424000.0,112.0,13.0,70.0,90.0,149101.61,6.0,118734218.5,6500000.0,39401196.17,98410061.0
2004.0,7.7,443000.0,108.0,19.0,70.0,100.0,149101.61,8.0,118734218.5,75000000.0,145508580.85,290835269.0
2004.0,7.3,243000.0,101.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,26000000.0,145508580.85,102278712.0
2004.0,7.2,221000.0,127.0,15.0,50.0,80.0,82822.56,6.0,74591008.15,30000000.0,38930959.49,612054506.0
2004.0,6.2,190000.0,94.0,19.0,50.0,90.0,82822.56,6.0,74591008.15,45000000.0,145508580.85,129342769.0
2004.0,6.8,312000.0,122.0,19.0,60.0,80.0,102137.26,8.0,87793911.98,66000000.0,145508580.85,99378985.0
2004.0,7.2,337000.0,94.0,17.0,70.0,100.0,149101.61,8.0,118734218.5,26000000.0,44331874.3,90709367.0
2004.0,6.3,72000.0,86.0,19.0,60.0,100.0,102137.26,8.0,87793911.98,46000000.0,145508580.85,57223890.0
2004.0,7.3,185000.0,119.0,19.0,50.0,80.0,82822.56,6.0,74591008.15,50000000.0,145508580.85,34809623.0
2004.0,6.8,199000.0,108.0,18.0,50.0,90.0,82822.56,10.0,74591008.15,140000000.0,109325230.22,211468235.0
2004.0,7.7,366000.0,101.0,15.0,60.0,90.0,102137.26,6.0,87793911.98,5000000.0,38930959.49,8203235.0
2004.0,7.2,118000.0,143.0,15.0,60.0,90.0,102137.26,8.0,87793911.98,70000000.0,38930959.49,154649125.0
2004.0,7.2,207000.0,104.0,15.0,70.0,100.0,149101.61,6.0,118734218.5,27000000.0,38930959.49,115505027.0
2004.0,6.9,311000.0,131.0,19.0,40.0,80.0,30064.61,10.0,36815715.74,100000000.0,145508580.85,347512318.0
2004.0,5.6,165000.0,175.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,155000000.0,145508580.85,167298192.0
2004.0,6.7,218000.0,119.0,19.0,50.0,90.0,82822.56,6.0,74591008.15,105000000.0,145508580.85,115900534.0
2004.0,6.6,107000.0,129.0,15.0,60.0,90.0,102137.26,6.0,87793911.98,80000000.0,38930959.49,96105910.0
2004.0,6.3,162000.0,126.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,120000000.0,145508580.85,203567857.0
2004.0,6.5,367000.0,125.0,13.0,60.0,100.0,102137.26,8.0,87793911.98,110000000.0,39401196.17,362744280.0
2004.0,7.0,185000.0,88.0,18.0,40.0,80.0,30064.61,6.0,36815715.74,9000000.0,109325230.22,23936908.0
2004.0,5.8,169000.0,113.0,19.0,60.0,90.0,102137.26,6.0,87793911.98,65000000.0,145508580.85,131977904.0
2004.0,5.6,188000.0,101.0,19.0,50.0,80.0,82822.56,8.0,74591008.15,60000000.0,145508580.85,177427090.0
2004.0,6.3,257000.0,115.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,80000000.0,44331874.3,522657936.0
2004.0,7.5,183000.0,127.0,17.0,50.0,100.0,82822.56,6.0,74591008.15,16000000.0,44331874.3,109706931.0
2004.0,7.2,60000.0,118.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,30000000.0,145508580.85,61950770.0
2004.0,6.1,141000.0,101.0,17.0,40.0,90.0,30064.61,8.0,36815715.74,60000000.0,44331874.3,170268750.0
2004.0,6.0,171000.0,90.0,13.0,40.0,90.0,30064.61,10.0,36815715.74,75000000.0,239229987.45,374583879.0
2004.0,8.1,244000.0,80.0,15.0,60.0,80.0,102137.26,6.0,87793911.98,2700000.0,38930959.49,15936507.0
2004.0,6.3,64000.0,96.0,17.0,50.0,100.0,82822.56,10.0,74591008.15,31000000.0,44331874.3,27388767.0
2004.0,6.9,101000.0,77.0,15.0,70.0,80.0,149101.61,8.0,118734218.5,7000.0,38930959.49,545436.0
2004.0,5.9,83000.0,95.0,17.0,40.0,100.0,30064.61,10.0,36815715.74,19000000.0,44331874.3,70067909.0
2004.0,6.0,129000.0,90.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,42000000.0,44331874.3,178311729.0
2004.0,7.1,82000.0,87.0,13.0,60.0,80.0,102137.26,10.0,87793911.98,30000000.0,239229987.45,141067127.0
2004.0,5.1,52000.0,93.0,18.0,40.0,90.0,30064.61,10.0,36815715.74,80000000.0,109325230.22,181216833.0
2004.0,6.2,101000.0,104.0,17.0,80.0,100.0,236700.88,6.0,191060303.56,35000000.0,44331874.3,76665191.0
2004.0,6.2,84000.0,103.0,13.0,60.0,100.0,102137.26,6.0,87793911.98,45000000.0,39401196.17,65470529.0
2004.0,7.7,130000.0,99.0,19.0,60.0,90.0,102137.26,6.0,87793911.98,20000000.0,145508580.85,104882445.0
2004.0,5.7,24000.0,93.0,17.0,40.0,100.0,30064.61,8.0,36815715.74,40000000.0,44331874.3,10898337.0
2004.0,7.4,209000.0,102.0,17.0,70.0,90.0,149101.61,6.0,118734218.5,2500000.0,44331874.3,35825316.0
2004.0,5.8,76000.0,113.0,17.0,60.0,100.0,102137.26,9.0,87793911.98,40000000.0,44331874.3,134734481.0
2004.0,5.3,21000.0,97.0,13.0,60.0,90.0,102137.26,6.0,87793911.98,50000000.0,39401196.17,40954603.0
2004.0,3.4,113000.0,104.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,100000000.0,145508580.85,82102379.0
2004.0,4.8,40000.0,87.0,17.0,50.0,90.0,82822.56,6.0,74591008.15,12000000.0,44331874.3,24829644.0
2004.0,7.4,53000.0,129.0,15.0,60.0,100.0,102137.26,6.0,87793911.98,12000000.0,38930959.49,20205757.0
2004.0,4.1,27000.0,84.0,19.0,50.0,80.0,82822.56,8.0,74591008.15,40000000.0,145508580.85,46546197.0
2004.0,6.1,37000.0,111.0,17.0,40.0,90.0,30064.61,8.0,36815715.74,23000000.0,44331874.3,12313323.0
2004.0,6.5,186000.0,96.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,40000000.0,38930959.49,92913171.0
2004.0,6.2,20000.0,122.0,17.0,50.0,80.0,82822.56,8.0,74591008.15,7000000.0,44331874.3,24716440.0
2004.0,7.2,162000.0,98.0,19.0,50.0,90.0,82822.56,6.0,74591008.15,32000000.0,145508580.85,50826898.0
2004.0,5.4,16000.0,89.0,17.0,50.0,80.0,82822.56,10.0,74591008.15,10000000.0,44331874.3,10143022.0
2004.0,5.9,140000.0,91.0,16.0,60.0,100.0,102137.26,8.0,87793911.98,10000000.0,47372409.13,187281115.0
2004.0,5.9,87000.0,120.0,19.0,50.0,90.0,82822.56,10.0,74591008.15,110000000.0,145508580.85,72178895.0
2004.0,6.3,61000.0,98.0,17.0,40.0,100.0,30064.61,8.0,36815715.74,31000000.0,44331874.3,41682237.0
2004.0,3.7,35000.0,93.0,19.0,60.0,80.0,102137.26,10.0,87793911.98,50000000.0,145508580.85,71992655.0
2004.0,6.6,185000.0,100.0,13.0,70.0,100.0,149101.61,9.0,118734218.5,165000000.0,239229987.45,314215454.0
2004.0,5.9,45000.0,95.0,18.0,40.0,90.0,30064.61,8.0,36815715.74,19000000.0,109325230.22,73029190.0
2004.0,6.4,59000.0,106.0,13.0,50.0,80.0,82822.56,6.0,74591008.15,27000000.0,39401196.17,21148829.0
2004.0,5.9,38000.0,111.0,17.0,50.0,90.0,82822.56,10.0,74591008.15,22000000.0,44331874.3,37666766.0
2004.0,4.5,41000.0,97.0,19.0,60.0,90.0,102137.26,8.0,87793911.98,25000000.0,145508580.85,71255003.0
2004.0,7.0,53000.0,114.0,15.0,40.0,90.0,30064.61,8.0,36815715.74,30000000.0,38930959.49,21741598.0
2004.0,6.5,95000.0,94.0,19.0,40.0,80.0,30064.61,8.0,36815715.74,25000000.0,145508580.85,57678321.0
2004.0,4.7,30000.0,97.0,19.0,40.0,90.0,30064.61,8.0,36815715.74,20000000.0,145508580.85,70992898.0
2004.0,4.7,28000.0,89.0,17.0,50.0,90.0,82822.56,10.0,74591008.15,15000000.0,44331874.3,33251890.0
2004.0,6.0,36000.0,119.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,50000000.0,44331874.3,49718611.0
2004.0,4.3,12000.0,93.0,17.0,40.0,80.0,30064.61,10.0,36815715.74,26000000.0,44331874.3,48551322.0
2004.0,6.0,83000.0,106.0,19.0,60.0,90.0,102137.26,10.0,87793911.98,70000000.0,145508580.85,57947036.0
2004.0,5.3,62000.0,93.0,17.0,60.0,80.0,102137.26,8.0,87793911.98,90000000.0,44331874.3,103370127.0
2004.0,6.1,45000.0,106.0,17.0,50.0,80.0,82822.56,8.0,74591008.15,50000000.0,44331874.3,170128460.0
2004.0,6.3,45000.0,97.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,60000000.0,145508580.85,62657868.0
2004.0,7.6,72000.0,133.0,15.0,50.0,100.0,82822.56,6.0,74591008.15,56600000.0,38930959.49,69424389.0
2004.0,5.8,65000.0,91.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,42000000.0,38930959.49,117592831.0
2004.0,6.1,52000.0,113.0,19.0,60.0,80.0,102137.26,8.0,87793911.98,45000000.0,145508580.85,35021497.0
2004.0,6.7,45000.0,92.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,5000000.0,44331874.3,10275509.0
2004.0,5.0,81000.0,80.0,13.0,40.0,80.0,30064.61,10.0,36815715.74,50000000.0,239229987.45,203172417.0
2004.0,6.4,54000.0,109.0,17.0,50.0,80.0,82822.56,8.0,74591008.15,26000000.0,44331874.3,61315215.0
2004.0,5.1,21000.0,106.0,17.0,50.0,100.0,82822.56,10.0,74591008.15,30000000.0,44331874.3,10592180.0
2004.0,6.2,64000.0,102.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,35000000.0,44331874.3,35492921.0
2004.0,6.0,20000.0,137.0,15.0,70.0,80.0,149101.61,8.0,118734218.5,107000000.0,38930959.49,25819961.0
2004.0,5.9,27000.0,103.0,13.0,40.0,100.0,30064.61,10.0,36815715.74,15000000.0,196172492.45,14867514.0
2004.0,6.7,79000.0,136.0,19.0,50.0,100.0,82822.56,8.0,74591008.15,100000000.0,145508580.85,108040622.0
2004.0,6.0,109000.0,108.0,17.0,50.0,90.0,82822.56,6.0,74591008.15,40000000.0,44331874.3,265126918.0
2004.0,7.2,31000.0,90.0,13.0,60.0,80.0,102137.26,6.0,87793911.98,500000.0,39401196.17,802948.0
2004.0,6.0,27000.0,86.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,25000000.0,38930959.49,27685016.0
2004.0,5.3,15000.0,91.0,19.0,60.0,80.0,102137.26,8.0,87793911.98,3500000.0,145508580.85,97446.0
2004.0,5.7,29000.0,104.0,17.0,50.0,80.0,82822.56,6.0,74591008.15,8600000.0,44331874.3,7565807.0
2004.0,7.4,57000.0,106.0,13.0,70.0,90.0,149101.61,4.0,118734218.5,5000000.0,39401196.17,40423279.0
2004.0,4.5,22000.0,86.0,17.0,50.0,80.0,82822.56,6.0,74591008.15,16000000.0,44331874.3,14821824.0
2004.0,8.0,52000.0,88.0,13.0,40.0,80.0,30064.61,6.0,36815715.74,1000000.0,39401196.17,3403957.0
2004.0,4.3,13000.0,95.0,19.0,40.0,80.0,30064.61,10.0,36815715.74,57000000.0,145508580.85,28283637.0
2004.0,5.0,22000.0,91.0,17.0,50.0,90.0,82822.56,10.0,74591008.15,30000000.0,44331874.3,21289826.0
2004.0,6.2,35000.0,100.0,15.0,40.0,80.0,30064.61,6.0,36815715.74,20000000.0,38930959.49,23925492.0
2004.0,6.2,21000.0,141.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,23000000.0,38930959.49,19463185.0
2004.0,5.1,34000.0,114.0,16.0,50.0,90.0,82822.56,6.0,74591008.15,80000000.0,47372409.13,78110021.0
2004.0,5.1,12000.0,89.0,17.0,50.0,80.0,82822.56,4.0,74591008.15,15000000.0,44331874.3,1914166.0
2004.0,6.6,63000.0,107.0,17.0,50.0,90.0,82822.56,6.0,74591008.15,20000000.0,44331874.3,20094909.0
2004.0,6.7,15000.0,111.0,17.0,60.0,90.0,102137.26,6.0,87793911.98,7500000.0,44331874.3,6715067.0
2004.0,5.5,55000.0,98.0,17.0,40.0,90.0,30064.61,8.0,36815715.74,40000000.0,44331874.3,26170671.0
2004.0,4.8,30000.0,99.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,40000000.0,44331874.3,14494036.0
2004.0,6.2,51000.0,103.0,17.0,50.0,100.0,82822.56,6.0,74591008.15,60000000.0,44331874.3,35060882.0
2004.0,1.9,30000.0,88.0,17.0,50.0,80.0,82822.56,10.0,74591008.15,20000000.0,44331874.3,9448644.0
2004.0,4.5,7400.0,97.0,17.0,50.0,80.0,82822.56,8.0,74591008.15,12000000.0,44331874.3,31326183.0
2004.0,6.5,29000.0,106.0,19.0,60.0,80.0,102137.26,6.0,87793911.98,19250000.0,145508580.85,8112712.0
2004.0,5.4,21000.0,76.0,13.0,50.0,100.0,82822.56,10.0,74591008.15,110000000.0,239229987.45,145358062.0
2004.0,5.4,45000.0,99.0,17.0,40.0,90.0,30064.61,10.0,36815715.74,60000000.0,44331874.3,96593018.0
2004.0,5.6,27000.0,95.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,22000000.0,44331874.3,21513434.0
2004.0,6.4,53000.0,114.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,4200000.0,145508580.85,50336279.0
2004.0,7.0,36000.0,131.0,15.0,50.0,100.0,82822.56,6.0,74591008.15,30000000.0,38930959.49,21560182.0
2004.0,6.5,55000.0,115.0,19.0,40.0,100.0,30064.61,8.0,36815715.74,55000000.0,145508580.85,100572044.0
2004.0,3.9,26000.0,95.0,15.0,50.0,80.0,82822.56,8.0,74591008.15,8000000.0,38930959.49,50576805.0
2004.0,6.5,8700.0,91.0,17.0,60.0,80.0,102137.26,6.0,87793911.98,6500000.0,44331874.3,89781.0
2004.0,4.9,18000.0,88.0,17.0,50.0,100.0,82822.56,8.0,74591008.15,50000000.0,44331874.3,6808550.0
2004.0,7.8,50000.0,192.0,15.0,70.0,100.0,149101.61,1.0,118734218.5,7000000.0,38930959.49,6887221.0
2004.0,5.3,18000.0,107.0,17.0,60.0,90.0,102137.26,8.0,87793911.98,35000000.0,44331874.3,22035509.0
2004.0,5.9,23000.0,90.0,17.0,40.0,90.0,30064.61,8.0,36815715.74,32000000.0,44331874.3,30031874.0
2004.0,7.4,34000.0,101.0,13.0,70.0,90.0,149101.61,6.0,118734218.5,3000000.0,39401196.17,12594630.0
2004.0,7.6,24000.0,125.0,13.0,50.0,90.0,82822.56,6.0,74591008.15,11000000.0,39401196.17,13267869.0
2004.0,5.2,9800.0,91.0,19.0,60.0,100.0,102137.26,10.0,87793911.98,12000000.0,145508580.85,16951702.0
2004.0,8.0,38000.0,140.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,12800000.0,145508580.85,76287982.0
2004.0,5.3,7500.0,138.0,17.0,70.0,90.0,149101.61,6.0,118734218.5,8000000.0,44331874.3,1526951.0
2004.0,5.2,12000.0,110.0,17.0,40.0,90.0,30064.61,8.0,36815715.74,30000000.0,44331874.3,14615099.0
2004.0,5.4,822.0,74.0,13.0,50.0,70.0,82822.56,9.0,74591008.15,70000.0,239229987.45,3255426.0
2005.0,7.7,566000.0,157.0,18.0,50.0,100.0,82822.56,8.0,74591008.15,150000000.0,109325230.22,896678241.0
2005.0,7.1,407000.0,116.0,17.0,70.0,100.0,149101.61,6.0,118734218.5,26000000.0,44331874.3,177378645.0
2005.0,7.3,141000.0,145.0,15.0,80.0,100.0,236700.88,8.0,191060303.56,85000000.0,38930959.49,162242962.0
2005.0,7.8,269000.0,129.0,15.0,70.0,100.0,149101.61,10.0,118734218.5,28000000.0,38930959.49,121616555.0
2005.0,8.2,1300000.0,140.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,150000000.0,145508580.85,373661946.0
2005.0,7.7,333000.0,134.0,15.0,60.0,100.0,102137.26,6.0,87793911.98,14000000.0,38930959.49,178062759.0
2005.0,8.0,745000.0,124.0,13.0,70.0,80.0,149101.61,6.0,118734218.5,40000000.0,39401196.17,158733820.0
2005.0,6.6,441000.0,115.0,18.0,70.0,90.0,149101.61,10.0,118734218.5,150000000.0,109325230.22,474968763.0
2005.0,8.1,1100000.0,132.0,19.0,60.0,90.0,102137.26,6.0,87793911.98,54000000.0,145508580.85,132511035.0
2005.0,6.9,375000.0,143.0,18.0,70.0,90.0,149101.61,10.0,118734218.5,180000000.0,109325230.22,745013115.0
2005.0,6.9,339000.0,119.0,17.0,40.0,100.0,30064.61,6.0,36815715.74,40000000.0,44331874.3,288467645.0
2005.0,6.5,424000.0,116.0,18.0,90.0,90.0,428702.7,8.0,285545745.11,132000000.0,109325230.22,603873119.0
2005.0,7.2,272000.0,144.0,19.0,80.0,100.0,236700.88,6.0,191060303.56,130000000.0,145508580.85,218122627.0
2005.0,7.0,317000.0,121.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,100000000.0,145508580.85,230884728.0
2005.0,7.5,729000.0,140.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,113000000.0,145508580.85,868390560.0
2005.0,7.2,403000.0,187.0,19.0,60.0,100.0,102137.26,8.0,87793911.98,207000000.0,145508580.85,562363449.0
2005.0,6.7,190000.0,109.0,18.0,60.0,90.0,102137.26,10.0,87793911.98,50000000.0,109325230.22,104478416.0
2005.0,5.7,316000.0,106.0,19.0,60.0,90.0,102137.26,8.0,87793911.98,100000000.0,145508580.85,333535934.0
2005.0,7.8,287000.0,119.0,19.0,80.0,90.0,236700.88,8.0,191060303.56,39000000.0,145508580.85,40445129.0
2005.0,6.5,461000.0,120.0,19.0,50.0,90.0,82822.56,8.0,74591008.15,110000000.0,145508580.85,487287646.0
2005.0,6.8,304000.0,136.0,19.0,50.0,100.0,82822.56,8.0,74591008.15,126000000.0,145508580.85,162949164.0
2005.0,6.7,93000.0,94.0,17.0,50.0,100.0,82822.56,6.0,74591008.15,3000000.0,44331874.3,18637690.0
2005.0,7.6,209000.0,124.0,15.0,80.0,100.0,236700.88,6.0,191060303.56,15000000.0,38930959.49,85638656.0
2005.0,5.9,172000.0,94.0,16.0,60.0,80.0,102137.26,6.0,87793911.98,4800000.0,47372409.13,81979826.0
2005.0,6.2,81000.0,100.0,18.0,40.0,80.0,30064.61,10.0,36815715.74,35000000.0,109325230.22,86369815.0
2005.0,6.3,75000.0,109.0,19.0,70.0,80.0,149101.61,6.0,118734218.5,30000000.0,145508580.85,35294470.0
2005.0,6.9,376000.0,86.0,13.0,40.0,90.0,30064.61,10.0,36815715.74,75000000.0,239229987.45,542063846.0
2005.0,7.1,156000.0,104.0,15.0,70.0,90.0,149101.61,6.0,118734218.5,950000.0,38930959.49,7022209.0
2005.0,6.5,56000.0,119.0,17.0,40.0,90.0,30064.61,10.0,36815715.74,25000000.0,44331874.3,42013878.0
2005.0,6.4,167000.0,113.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,82000000.0,44331874.3,191466556.0
2005.0,6.5,115000.0,85.0,14.0,60.0,100.0,102137.26,8.0,87793911.98,26000000.0,26935259.42,96258201.0
2005.0,5.4,118000.0,113.0,16.0,60.0,80.0,102137.26,6.0,87793911.98,40000000.0,47372409.13,68766121.0
2005.0,6.8,138000.0,109.0,19.0,50.0,90.0,82822.56,6.0,74591008.15,45000000.0,145508580.85,92374674.0
2005.0,5.1,76000.0,104.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,50000000.0,44331874.3,111069515.0
2005.0,6.4,101000.0,128.0,13.0,60.0,80.0,102137.26,8.0,87793911.98,80000000.0,39401196.17,162944923.0
2005.0,7.5,216000.0,164.0,19.0,90.0,90.0,428702.7,6.0,285545745.11,70000000.0,145508580.85,130982129.0
2005.0,7.5,219000.0,103.0,17.0,70.0,90.0,149101.61,6.0,118734218.5,15000000.0,44331874.3,15785148.0
2005.0,7.4,135000.0,129.0,15.0,70.0,90.0,149101.61,6.0,118734218.5,25000000.0,38930959.49,82468097.0
2005.0,5.6,90000.0,95.0,19.0,60.0,90.0,102137.26,10.0,87793911.98,56000000.0,145508580.85,198636868.0
2005.0,7.4,228000.0,96.0,15.0,70.0,100.0,149101.61,6.0,118734218.5,32000000.0,38930959.49,61385065.0
2005.0,6.8,95000.0,107.0,16.0,60.0,80.0,102137.26,6.0,87793911.98,7000000.0,47372409.13,20901859.0
2005.0,6.6,301000.0,118.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,70000000.0,44331874.3,371594210.0
2005.0,6.8,22000.0,101.0,18.0,70.0,80.0,149101.61,10.0,118734218.5,4000000.0,109325230.22,866999.0
2005.0,6.9,49000.0,135.0,15.0,50.0,80.0,82822.56,8.0,74591008.15,40000000.0,38930959.49,31670620.0
2005.0,6.3,137000.0,91.0,13.0,70.0,100.0,149101.61,10.0,118734218.5,75000000.0,239229987.45,262511490.0
2005.0,7.0,179000.0,125.0,19.0,50.0,100.0,82822.56,6.0,74591008.15,72000000.0,145508580.85,97076152.0
2005.0,5.9,74000.0,110.0,19.0,60.0,90.0,102137.26,8.0,87793911.98,50000000.0,145508580.85,46117696.0
2005.0,6.6,239000.0,93.0,16.0,50.0,80.0,82822.56,6.0,74591008.15,4000000.0,47372409.13,147748505.0
2005.0,6.3,155000.0,98.0,15.0,60.0,90.0,102137.26,8.0,87793911.98,55000000.0,38930959.49,223387299.0
2005.0,5.6,60000.0,105.0,15.0,50.0,90.0,82822.56,8.0,74591008.15,30000000.0,38930959.49,68357079.0
2005.0,7.6,300000.0,122.0,19.0,50.0,80.0,82822.56,6.0,74591008.15,50000000.0,145508580.85,72617068.0
2005.0,6.2,97000.0,101.0,19.0,70.0,90.0,149101.61,10.0,118734218.5,65000000.0,145508580.85,65079104.0
2005.0,6.2,16000.0,96.0,13.0,50.0,90.0,82822.56,6.0,74591008.15,900000.0,39401196.17,381420.0
2005.0,6.0,107000.0,90.0,16.0,60.0,100.0,102137.26,6.0,87793911.98,19000000.0,47372409.13,107516369.0
2005.0,5.6,68000.0,118.0,17.0,50.0,90.0,82822.56,8.0,74591008.15,53000000.0,44331874.3,95763716.0
2005.0,5.5,27000.0,88.0,17.0,40.0,80.0,30064.61,10.0,36815715.74,45000000.0,44331874.3,72662923.0
2005.0,6.6,70000.0,97.0,17.0,40.0,90.0,30064.61,10.0,36815715.74,25000000.0,44331874.3,123276807.0
2005.0,5.9,118000.0,118.0,19.0,80.0,100.0,236700.88,8.0,191060303.56,88000000.0,145508580.85,105316267.0
2005.0,6.0,94000.0,124.0,19.0,60.0,90.0,102137.26,8.0,87793911.98,130000000.0,145508580.85,119240351.0
2005.0,7.3,251000.0,77.0,13.0,70.0,90.0,149101.61,10.0,118734218.5,40000000.0,239229987.45,118090836.0
2005.0,6.3,195000.0,87.0,19.0,70.0,90.0,149101.61,6.0,118734218.5,32000000.0,145508580.85,89083229.0
2005.0,6.3,44000.0,122.0,13.0,60.0,90.0,102137.26,6.0,87793911.98,35000000.0,39401196.17,30526509.0
2005.0,7.3,103000.0,110.0,19.0,70.0,100.0,149101.61,6.0,118734218.5,475000.0,145508580.85,3947579.0
2005.0,6.2,69000.0,99.0,16.0,50.0,80.0,82822.56,6.0,74591008.15,1000000.0,47372409.13,30894796.0
2005.0,6.7,122000.0,119.0,15.0,60.0,90.0,102137.26,8.0,87793911.98,19000000.0,38930959.49,145166804.0
2005.0,4.7,89000.0,97.0,19.0,40.0,90.0,30064.61,8.0,36815715.74,43000000.0,145508580.85,56995646.0
